4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1417,pg_catalog,pg_foreign_server,12,0,139,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1247,pg_catalog,pg_type,717,261240,34144,32893,0,0,0,0,0,0,0,,,,,0,0,0,0
3256,pg_catalog,pg_policy,4,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4147,pg_toast,pg_toast_3079,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
6104,pg_catalog,pg_publication,4,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35351,pg_toast,pg_toast_35348,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3601,pg_catalog,pg_ts_parser,2,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2396,pg_catalog,pg_shdescription,2,6,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35358,log,Logs,17,1335,0,0,113,0,0,0,159,0,2,,,,2020-04-28 15:09:58.663767,0,0,0,2
2606,pg_catalog,pg_constraint,517,14052,601,462,0,0,0,0,0,0,0,,,,,0,0,0,0
3602,pg_catalog,pg_ts_config,2,44,4,4,0,0,0,0,0,0,0,,,,,0,0,0,0
2602,pg_catalog,pg_amop,2,1430,14755,22513,0,0,0,0,0,0,0,,,,,0,0,0,0
35322,dist,CodeAthTypes,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2838,pg_toast,pg_toast_2618,0,0,1125,3758,0,0,0,0,0,0,0,,,,,0,0,0,0
4165,pg_toast,pg_toast_3350,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35334,dist,RegionTypes,20,100,18,12,6,0,0,0,0,6,0,,,,,0,0,0,0
1214,pg_catalog,pg_shdepend,25,225,24,6,0,0,0,0,0,0,0,,,,,0,0,0,0
1255,pg_catalog,pg_proc,306,905760,29669,31090,0,0,0,0,0,0,0,,,,,0,0,0,0
2610,pg_catalog,pg_index,207,33905,12663,16902,0,0,0,0,0,0,0,,,,,0,0,0,0
1262,pg_catalog,pg_database,2217864,10862747,25905,25905,0,0,0,0,0,0,0,,,,,0,0,0,0
3430,pg_toast,pg_toast_3429,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3429,pg_catalog,pg_statistic_ext_data,3,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35402,dist,Users,2,10,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3576,pg_catalog,pg_transform,6,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2601,pg_catalog,pg_am,3440,3452,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4167,pg_toast,pg_toast_3256,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1249,pg_catalog,pg_attribute,73,95473,38890,110901,0,0,0,0,0,0,0,,,,,0,0,0,0
1136,pg_catalog,pg_pltemplate,2,16,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3381,pg_catalog,pg_statistic_ext,2,0,3788,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2607,pg_catalog,pg_conversion,2,264,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4163,pg_toast,pg_toast_2615,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2832,pg_toast,pg_toast_2606,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2834,pg_toast,pg_toast_2609,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4161,pg_toast,pg_toast_3456,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2836,pg_toast,pg_toast_1255,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2846,pg_toast,pg_toast_2396,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3456,pg_catalog,pg_collation,14,9100,60,54,0,0,0,0,0,0,0,,,,,0,0,0,0
2605,pg_catalog,pg_cast,2,432,45467,5174,0,0,0,0,0,0,0,,,,,0,0,0,0
4183,pg_toast,pg_toast_6100,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3350,pg_catalog,pg_partitioned_table,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3439,pg_toast,pg_toast_3381,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13180,pg_toast,pg_toast_13178,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4153,pg_toast,pg_toast_3118,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2612,pg_catalog,pg_language,149,596,100,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35348,dist,Vendors,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3466,pg_catalog,pg_event_trigger,4,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35341,dist,Roles,2,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2620,pg_catalog,pg_trigger,271,15011,238,954,0,0,0,0,0,0,0,,,,,0,0,0,0
13155,pg_toast,pg_toast_13153,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4185,pg_toast,pg_toast_1213,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4175,pg_toast,pg_toast_1260,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35417,dist,Pharmacies,2,46,3,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4149,pg_toast,pg_toast_2328,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
6100,pg_catalog,pg_subscription,3,0,3,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2608,pg_catalog,pg_depend,46,360778,3773,33720,0,0,0,0,0,0,0,,,,,0,0,0,0
1260,pg_catalog,pg_authid,2346,21002,39102,32096,0,0,0,0,0,0,0,,,,,0,0,0,0
1261,pg_catalog,pg_auth_members,22,66,24,12,0,0,0,0,0,0,0,,,,,0,0,0,0
4159,pg_toast,pg_toast_2600,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4151,pg_toast,pg_toast_1417,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3079,pg_catalog,pg_extension,6,6,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2830,pg_toast,pg_toast_2604,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35405,pg_toast,pg_toast_35402,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
826,pg_catalog,pg_default_acl,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3501,pg_catalog,pg_enum,142,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2224,pg_catalog,pg_sequence,2,26,269,197,0,0,0,0,0,0,0,,,,,0,0,0,0
35471,tab,Sales,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3118,pg_catalog,pg_foreign_table,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2616,pg_catalog,pg_opclass,10,264,9163,109550,0,0,0,0,0,0,0,,,,,0,0,0,0
35385,api,ApiMethodRoles,3,9,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2600,pg_catalog,pg_aggregate,2,272,29,29,0,0,0,0,0,0,0,,,,,0,0,0,0
4181,pg_toast,pg_toast_6000,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2964,pg_catalog,pg_db_role_setting,2,0,26561,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2328,pg_catalog,pg_foreign_data_wrapper,12,0,139,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2613,pg_catalog,pg_largeobject,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2753,pg_catalog,pg_opfamily,2,214,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4179,pg_toast,pg_toast_1136,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4173,pg_toast,pg_toast_1418,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13170,pg_toast,pg_toast_13168,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3394,pg_catalog,pg_init_privs,2,342,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35368,dist,Regions,302,3797,0,0,22,21,3,19,7,37,33,,,,,0,0,0,0
13168,information_schema,sql_packages,2,20,,,0,0,0,0,0,0,0,,,,,0,0,0,0
2615,pg_catalog,pg_namespace,34211,152605,14942,14221,0,0,0,0,0,0,0,,,,,0,0,0,0
2840,pg_toast,pg_toast_2619,0,0,764,817,11,0,5,0,6,5,16,,,,,0,0,0,0
3598,pg_toast,pg_toast_3596,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
