autovacuum_max_workers,3,,Автоочистка,Задаёт предельное число одновременно выполняющихся рабочих процессов автоочистки.,,postmaster,integer,default,1,262143,,3,3,,,false
autovacuum_multixact_freeze_max_age,400000000,,Автоочистка,"Возраст multixact, при котором необходима автоочистка таблицы для предотвращения зацикливания multixact.",,postmaster,integer,default,10000,2000000000,,400000000,400000000,,,false
autovacuum_naptime,60,s,Автоочистка,Время простоя между запусками автоочистки.,,sighup,integer,default,1,2147483,,60,60,,,false
autovacuum_vacuum_cost_delay,2,ms,Автоочистка,Задержка очистки для автоочистки (в миллисекундах).,,sighup,real,default,-1,100,,2,2,,,false
autovacuum_vacuum_cost_limit,-1,,Автоочистка,"Суммарная стоимость очистки, при которой нужна передышка, для автоочистки.",,sighup,integer,default,-1,10000,,-1,-1,,,false
autovacuum_vacuum_scale_factor,0.2,,Автоочистка,"Отношение числа обновлений или удалений кортежей к reltuples, определяющее потребность в очистке.",,sighup,real,default,0,100,,0.2,0.2,,,false
autovacuum_vacuum_threshold,50,,Автоочистка,"Минимальное число изменений или удалений кортежей, вызывающее очистку.",,sighup,integer,default,0,2147483647,,50,50,,,false
autovacuum_work_mem,-1,kB,Использование ресурсов / Память,Задаёт предельный объём памяти для каждого рабочего процесса автоочистки.,,sighup,integer,default,-1,2097151,,-1,-1,,,false
backend_flush_after,0,8kB,Использование ресурсов / Асинхронное поведение,"Число страниц, по достижении которого ранее выполненные операции записи сбрасываются на диск.",,user,integer,default,0,256,,0,0,,,false
backslash_quote,safe_encoding,,Версия и совместимость платформ / Предыдущие версии PostgreSQL,"Определяет, можно ли использовать ""\'"" в текстовых строках.",,user,enum,default,,,"{safe_encoding,on,off}",safe_encoding,safe_encoding,,,false
bgwriter_delay,200,ms,Использование ресурсов / Фоновая запись,Время простоя в процессе фоновой записи между подходами.,,sighup,integer,default,10,10000,,200,200,,,false
bgwriter_flush_after,0,8kB,Использование ресурсов / Фоновая запись,"Число страниц, по достижении которого ранее выполненные операции записи сбрасываются на диск.",,sighup,integer,default,0,256,,0,0,,,false
bgwriter_lru_maxpages,100,,Использование ресурсов / Фоновая запись,"Максимальное число LRU-страниц, сбрасываемых за один подход, в процессе фоновой записи.",,sighup,integer,default,0,1073741823,,100,100,,,false
bgwriter_lru_multiplier,2,,Использование ресурсов / Фоновая запись,"Множитель для среднего числа использованных буферов, определяющий число буферов, освобождаемых за один подход.",,sighup,real,default,0,10,,2,2,,,false
block_size,8192,,Предопределённые параметры,Показывает размер дискового блока.,,internal,integer,default,8192,8192,,8192,8192,,,false
bonjour,off,,Подключения и аутентификация / Параметры подключений,Включает объявление сервера посредством Bonjour.,,postmaster,bool,default,,,,off,off,,,false
bonjour_name,"",,Подключения и аутентификация / Параметры подключений,Задаёт название службы Bonjour.,,postmaster,string,default,,,,"","",,,false
bytea_output,hex,,Параметры клиентских подключений по умолчанию / Поведение команд,Задаёт формат вывода данных типа bytea.,,user,enum,default,,,"{escape,hex}",hex,hex,,,false
check_function_bodies,on,,Параметры клиентских подключений по умолчанию / Поведение команд,Проверять тело функций в момент CREATE FUNCTION.,,user,bool,default,,,,on,on,,,false
checkpoint_completion_target,0.5,,Журнал WAL / Контрольные точки,Отношение продолжительности сброса "грязных" буферов во время контрольной точки к интервалу контрольных точек.,,sighup,real,default,0,1,,0.5,0.5,,,false
checkpoint_flush_after,0,8kB,Журнал WAL / Контрольные точки,"Число страниц, по достижении которого ранее выполненные операции записи сбрасываются на диск.",,sighup,integer,default,0,256,,0,0,,,false
checkpoint_timeout,300,s,Журнал WAL / Контрольные точки,Задаёт максимальное время между автоматическими контрольными точками WAL.,,sighup,integer,default,30,86400,,300,300,,,false
checkpoint_warning,30,s,Журнал WAL / Контрольные точки,"Выдаёт предупреждения, когда сегменты контрольных точек заполняются за это время.","Записывает в протокол сервера сообщения, когда контрольные точки, вызванные переполнением файлов сегментов, происходят за столько секунд. Нулевое значение отключает эти предупреждения.",sighup,integer,default,0,2147483647,,30,30,,,false
client_encoding,UTF8,,Параметры клиентских подключений по умолчанию / Языковая среда и форматы,"Задаёт кодировку символов, используемую клиентом.",,user,string,client,,,,SQL_ASCII,UTF8,,,false
client_min_messages,notice,,Параметры клиентских подключений по умолчанию / Поведение команд,"Ограничивает уровень сообщений, передаваемых клиенту.","Каждый уровень включает все последующие. Чем выше уровень, тем меньше сообщений.",user,enum,default,,,"{debug5,debug4,debug3,debug2,debug1,log,notice,warning,error}",notice,notice,,,false
cluster_name,"",,Заголовок процесса,"Задаёт имя кластера, которое будет добавляться в название процесса.",,postmaster,string,default,,,,"","",,,false
commit_delay,0,,Журнал WAL / Параметры,Задаёт задержку в микросекундах между фиксированием транзакций и сбросом WAL на диск.,,superuser,integer,default,0,100000,,0,0,,,false
commit_siblings,5,,Журнал WAL / Параметры,Задаёт минимальное число одновременно открытых транзакций для применения commit_delay.,,user,integer,default,0,1000,,5,5,,,false
config_file,C:/Program Files/PostgreSQL/12/data/postgresql.conf,,Расположения файлов,Определяет основной файл конфигурации сервера.,,postmaster,string,override,,,,,C:/Program Files/PostgreSQL/12/data/postgresql.conf,,,false
constraint_exclusion,partition,,Настройка запросов / Другие параметры планировщика,"Разрешает планировщику оптимизировать запросы, полагаясь на ограничения.","Сканирование таблицы не будет выполняться, если её ограничения гарантируют, что запросу не удовлетворяют никакие строки.",user,enum,default,,,"{partition,on,off}",partition,partition,,,false
cpu_index_tuple_cost,0.005,,Настройка запросов / Константы стоимости для планировщика,Задаёт для планировщика ориентир стоимости обработки каждого элемента индекса в процессе сканирования индекса.,,user,real,default,0,1.79769e+308,,0.005,0.005,,,false
cpu_operator_cost,0.0025,,Настройка запросов / Константы стоимости для планировщика,Задаёт для планировщика ориентир стоимости обработки каждого оператора или вызова функции.,,user,real,default,0,1.79769e+308,,0.0025,0.0025,,,false
cpu_tuple_cost,0.01,,Настройка запросов / Константы стоимости для планировщика,Задаёт для планировщика ориентир стоимости обработки каждого кортежа (строки).,,user,real,default,0,1.79769e+308,,0.01,0.01,,,false
cursor_tuple_fraction,0.1,,Настройка запросов / Другие параметры планировщика,Задаёт для планировщика ориентир доли требуемых строк курсора в общем числе.,,user,real,default,0,1,,0.1,0.1,,,false
data_checksums,off,,Предопределённые параметры,"Показывает, включён ли в этом кластере контроль целостности данных.",,internal,bool,override,,,,off,off,,,false
data_directory,C:/Program Files/PostgreSQL/12/data,,Расположения файлов,Определяет каталог данных сервера.,,postmaster,string,override,,,,,C:/Program Files/PostgreSQL/12/data,,,false
data_directory_mode,0700,,Предопределённые параметры,Режим каталога данных.,"Значение параметра указывается в числовом виде, воспринимаемом системными функциями chmod и umask. (Чтобы использовать привычный восьмеричный формат, добавьте в начало ноль (0).)",internal,integer,default,0,511,,448,448,,,false
data_sync_retry,off,,Обработка ошибок,Продолжать работу после ошибки при сохранении файлов данных на диске.,,postmaster,bool,default,,,,off,off,,,false
DateStyle,"ISO, DMY",,Параметры клиентских подключений по умолчанию / Языковая среда и форматы,Устанавливает формат вывода дат и времени.,Также помогает разбирать неоднозначно заданные вводимые даты.,user,string,client,,,,"ISO, MDY","ISO, DMY",,,false
db_user_namespace,off,,Подключения и аутентификация / Аутентификация,Включает связывание имён пользователей с базами данных.,,sighup,bool,default,,,,off,off,,,false
deadlock_timeout,1000,ms,Управление блокировками,Задаёт интервал ожидания в блокировке до проверки на взаимоблокировку.,,superuser,integer,default,1,2147483647,,1000,1000,,,false
debug_assertions,off,,Предопределённые параметры,"Показывает, включены ли проверки истинности на работающем сервере.",,internal,bool,default,,,,off,off,,,false
debug_pretty_print,on,,Отчёты и протоколы / Что записывать,Отступы при отображении деревьев разбора и плана запросов.,,user,bool,default,,,,on,on,,,false
debug_print_parse,off,,Отчёты и протоколы / Что записывать,Протоколировать дерево разбора для каждого запроса.,,user,bool,default,,,,off,off,,,false
debug_print_plan,off,,Отчёты и протоколы / Что записывать,Протоколировать план выполнения каждого запроса.,,user,bool,default,,,,off,off,,,false
debug_print_rewritten,off,,Отчёты и протоколы / Что записывать,Протоколировать перезаписанное дерево разбора для каждого запроса.,,user,bool,default,,,,off,off,,,false
default_statistics_target,100,,Настройка запросов / Другие параметры планировщика,Устанавливает ориентир статистики по умолчанию.,"Это значение распространяется на столбцы таблицы, для которых ориентир статистики не задан явно через ALTER TABLE SET STATISTICS.",user,integer,default,1,10000,,100,100,,,false
default_table_access_method,heap,,Параметры клиентских подключений по умолчанию / Поведение команд,Задаёт табличный метод доступа по умолчанию для новых таблиц.,,user,string,default,,,,heap,heap,,,false
default_tablespace,"",,Параметры клиентских подключений по умолчанию / Поведение команд,Задаёт табличное пространство по умолчанию для новых таблиц и индексов.,При пустом значении используется табличное пространство базы данных.,user,string,default,,,,"","",,,false
default_text_search_config,pg_catalog.russian,,Параметры клиентских подключений по умолчанию / Языковая среда и форматы,Задаёт конфигурацию текстового поиска по умолчанию.,,user,string,configuration file,,,,pg_catalog.simple,pg_catalog.russian,C:/Program Files/PostgreSQL/12/data/postgresql.conf,672,false
default_transaction_deferrable,off,,Параметры клиентских подключений по умолчанию / Поведение команд,Устанавливает режим отложенного выполнения по умолчанию для новых транзакций.,,user,bool,default,,,,off,off,,,false
default_transaction_isolation,read committed,,Параметры клиентских подключений по умолчанию / Поведение команд,Задаёт уровень изоляции транзакций для новых транзакций.,,user,enum,default,,,"{serializable,repeatable read,read committed,read uncommitted}",read committed,read committed,,,false
default_transaction_read_only,off,,Параметры клиентских подключений по умолчанию / Поведение команд,Устанавливает режим "только чтение" по умолчанию для новых транзакций.,,user,bool,default,,,,off,off,,,false
dynamic_library_path,$libdir,,Параметры клиентских подключений по умолчанию / Другие параметры,Задаёт путь для динамически загружаемых модулей.,"Когда требуется открыть динамически загружаемый модуль и в его имени не указан путь (нет символа '/'), система будет искать этот файл в заданном пути.",superuser,string,default,,,,$libdir,$libdir,,,false
dynamic_shared_memory_type,windows,,Использование ресурсов / Память,Выбирает используемую реализацию динамической разделяемой памяти.,,postmaster,enum,configuration file,,,{windows},windows,windows,C:/Program Files/PostgreSQL/12/data/postgresql.conf,140,false
effective_cache_size,524288,8kB,Настройка запросов / Константы стоимости для планировщика,Подсказывает планировщику примерный общий размер кешей данных.,"Подразумевается общий размер кешей (кеша ядра и общих буферов), в которые попадают файлы данных PostgreSQL. Размер задаётся в дисковых страницах (обычно это 8 КБ).",user,integer,default,1,2147483647,,524288,524288,,,false
effective_io_concurrency,0,,Использование ресурсов / Асинхронное поведение,"Число одновременных запросов, которые могут быть эффективно обработаны дисковой подсистемой.",Для RAID-массивов это примерно равно числу физических дисков в массиве.,user,integer,default,0,1000,,0,0,,,false
enable_bitmapscan,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы сканирования по битовой карте.,,user,bool,default,,,,on,on,,,false
enable_gathermerge,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы сбора слиянием.,,user,bool,default,,,,on,on,,,false
enable_hashagg,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы агрегирования по хешу.,,user,bool,default,,,,on,on,,,false
enable_hashjoin,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы соединения по хешу.,,user,bool,default,,,,on,on,,,false
enable_indexonlyscan,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы сканирования только индекса.,,user,bool,default,,,,on,on,,,false
enable_indexscan,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы сканирования по индексу.,,user,bool,default,,,,on,on,,,false
enable_material,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать материализацию.,,user,bool,default,,,,on,on,,,false
enable_mergejoin,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы соединения слиянием.,,user,bool,default,,,,on,on,,,false
enable_nestloop,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы соединения с вложенными циклами.,,user,bool,default,,,,on,on,,,false
enable_parallel_append,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы параллельного добавления.,,user,bool,default,,,,on,on,,,false
enable_parallel_hash,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы параллельного соединения по хешу.,,user,bool,default,,,,on,on,,,false
enable_partition_pruning,on,,Настройка запросов / Конфигурация методов планировщика,Включает устранение секций во время планирования и выполнения запросов.,Разрешает планировщику и исполнителю запросов сопоставлять границы секций с условиями в запросе и выделять отдельные секции для сканирования.,user,bool,default,,,,on,on,,,false
enable_partitionwise_aggregate,off,,Настройка запросов / Конфигурация методов планировщика,Включает агрегирование и группировку с учётом секционирования.,,user,bool,default,,,,off,off,,,false
enable_partitionwise_join,off,,Настройка запросов / Конфигурация методов планировщика,Включает соединения с учётом секционирования.,,user,bool,default,,,,off,off,,,false
enable_seqscan,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы последовательного сканирования.,,user,bool,default,,,,on,on,,,false
enable_sort,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать шаги с явной сортировкой.,,user,bool,default,,,,on,on,,,false
enable_tidscan,on,,Настройка запросов / Конфигурация методов планировщика,Разрешает планировщику использовать планы сканирования TID.,,user,bool,default,,,,on,on,,,false
escape_string_warning,on,,Версия и совместимость платформ / Предыдущие версии PostgreSQL,Предупреждения о спецсимволах '\' в обычных строках.,,user,bool,default,,,,on,on,,,false
event_source,PostgreSQL,,Отчёты и протоколы / Куда записывать,Задаёт имя приложения для идентификации сообщений PostgreSQL в журнале событий.,,postmaster,string,default,,,,PostgreSQL,PostgreSQL,,,false
exit_on_error,off,,Обработка ошибок,Завершать сеансы при любой ошибке.,,user,bool,default,,,,off,off,,,false
external_pid_file,"",,Расположения файлов,"Файл, в который будет записан код процесса postmaster.",,postmaster,string,default,,,,,,,,false
extra_float_digits,3,,Параметры клиентских подключений по умолчанию / Языковая среда и форматы,Задаёт число выводимых цифр для чисел с плавающей точкой.,"Этот параметр относится к типам real, double и geometric. Нулевое или отрицательное значение параметра прибавляется к стандартному числу цифр (FLT_DIG или DBL_DIG соответственно). Положительное значение включает режим точного вывода.",user,integer,session,-15,3,,1,2,,,false
force_parallel_mode,off,,Настройка запросов / Другие параметры планировщика,Принудительно включает режим параллельного выполнения запросов.,"Если возможно, запрос выполняется параллельными исполнителями и с ограничениями параллельности.",user,enum,default,,,"{off,on,regress}",off,off,,,false
from_collapse_limit,8,,Настройка запросов / Другие параметры планировщика,"Задаёт предел для списка FROM, при превышении которого подзапросы не сворачиваются.","Планировщик объединит вложенные запросы с внешними, если в полученном списке FROM будет не больше заданного числа элементов.",user,integer,default,1,2147483647,,8,8,,,false
fsync,on,,Журнал WAL / Параметры,Принудительная запись изменений на диск.,Сервер будет вызывать системную функцию fsync() в разных местах для гарантии физической записи данных на диск. Это позволит привести кластер БД в целостное состояние после отказа ОС или оборудования.,sighup,bool,default,,,,on,on,,,false
full_page_writes,on,,Журнал WAL / Параметры,Запись полных страниц в WAL при первом изменении после контрольной точки.,"Страница, записываемая в момент отказа ОС, может сохраниться на диске не полностью. При этом журнала изменений строк в WAL будет недостаточно для восстановления. С этим параметром в WAL также записывается полная страница при первом изменении после контрольной точки, что позволяет полностью восстановить данные.",sighup,bool,default,,,,on,on,,,false
geqo,on,,Настройка запросов / Генетический оптимизатор запросов,Включает генетическую оптимизацию запросов.,Этот алгоритм пытается построить план без полного перебора.,user,bool,default,,,,on,on,,,false
geqo_effort,5,,Настройка запросов / Генетический оптимизатор запросов,"GEQO: оценка усилий для планирования, задающая значения по умолчанию для других параметров GEQO.",,user,integer,default,1,10,,5,5,,,false
geqo_generations,0,,Настройка запросов / Генетический оптимизатор запросов,GEQO: число итераций алгоритма.,При нуле выбирается подходящее значение по умолчанию.,user,integer,default,0,2147483647,,0,0,,,false
geqo_pool_size,0,,Настройка запросов / Генетический оптимизатор запросов,GEQO: число особей в популяции.,При нуле выбирается подходящее значение по умолчанию.,user,integer,default,0,2147483647,,0,0,,,false
geqo_seed,0,,Настройка запросов / Генетический оптимизатор запросов,GEQO: отправное значение для случайного выбора пути.,,user,real,default,0,1,,0,0,,,false
geqo_selection_bias,2,,Настройка запросов / Генетический оптимизатор запросов,GEQO: селективное давление в популяции.,,user,real,default,1.5,2,,2,2,,,false
geqo_threshold,12,,Настройка запросов / Генетический оптимизатор запросов,"Задаёт предел для списка FROM, при превышении которого применяется GEQO.",,user,integer,default,2,2147483647,,12,12,,,false
gin_fuzzy_search_limit,0,,Параметры клиентских подключений по умолчанию / Другие параметры,Ограничивает результат точного поиска с использованием GIN.,,user,integer,default,0,2147483647,,0,0,,,false
gin_pending_list_limit,4096,kB,Параметры клиентских подключений по умолчанию / Поведение команд,Задаёт максимальный размер списка-очереди для GIN-индекса.,,user,integer,default,64,2097151,,4096,4096,,,false
hba_file,C:/Program Files/PostgreSQL/12/data/pg_hba.conf,,Расположения файлов,Задаёт путь к файлу конфигурации "hba".,,postmaster,string,override,,,,,C:/Program Files/PostgreSQL/12/data/pg_hba.conf,,,false
hot_standby,on,,Репликация / Резервные серверы,Разрешает принимать новые подключения и запросы в процессе восстановления.,,postmaster,bool,default,,,,on,on,,,false
hot_standby_feedback,off,,Репликация / Резервные серверы,Разрешает обратную связь сервера горячего резерва с основным для предотвращения конфликтов при длительных запросах.,,sighup,bool,default,,,,off,off,,,false
huge_pages,try,,Использование ресурсов / Память,Включает использование гигантских страниц в Linux и в Windows.,,postmaster,enum,default,,,"{off,on,try}",try,try,,,false
ident_file,C:/Program Files/PostgreSQL/12/data/pg_ident.conf,,Расположения файлов,Задаёт путь к файлу конфигурации "ident".,,postmaster,string,override,,,,,C:/Program Files/PostgreSQL/12/data/pg_ident.conf,,,false
idle_in_transaction_session_timeout,0,ms,Параметры клиентских подключений по умолчанию / Поведение команд,Задаёт предельно допустимую длительность для простаивающих транзакций.,Нулевое значение отключает тайм-аут.,user,integer,default,0,2147483647,,0,0,,,false
ignore_checksum_failure,off,,Параметры для разработчиков,Продолжает обработку при ошибке контрольной суммы.,"Обнаруживая ошибку контрольной суммы, PostgreSQL обычно сообщает об этом и прерывает текущую транзакцию. Но если ignore_checksum_failure равно true, система проигнорирует ошибку (но выдаст предупреждение) и продолжит работу, что может привести к сбоям или другим серьёзным проблемам. Это имеет место, только если включён контроль целостности страниц.",superuser,bool,default,,,,off,off,,,false
ignore_system_indexes,off,,Параметры для разработчиков,Запрещает использование системных индексов.,"При этом индексы продолжают обновляться, так что данное поведение безопасно. Худшее следствие - замедление.",backend,bool,default,,,,off,off,,,false
integer_datetimes,on,,Предопределённые параметры,Целочисленная реализация даты/времени.,,internal,bool,default,,,,on,on,,,false
IntervalStyle,postgres,,Параметры клиентских подключений по умолчанию / Языковая среда и форматы,Задаёт формат отображения для внутренних значений.,,user,enum,default,,,"{postgres,postgres_verbose,sql_standard,iso_8601}",postgres,postgres,,,false
jit,on,,Настройка запросов / Другие параметры планировщика,Включить JIT-компиляцию.,,user,bool,default,,,,on,on,,,false
jit_above_cost,100000,,Настройка запросов / Константы стоимости для планировщика,"Стоимость запроса, при превышении которой производится JIT-компиляция.",-1 отключает JIT-компиляцию.,user,real,default,-1,1.79769e+308,,100000,100000,,,false
jit_debugging_support,off,,Параметры для разработчиков,Регистрировать JIT-скомпилированные функции в отладчике.,,superuser-backend,bool,default,,,,off,off,,,false
jit_dump_bitcode,off,,Параметры для разработчиков,Выводить битовый код LLVM для облегчения отладки JIT.,,superuser,bool,default,,,,off,off,,,false
jit_expressions,on,,Параметры для разработчиков,Включить JIT-компиляцию выражений.,,user,bool,default,,,,on,on,,,false
jit_inline_above_cost,500000,,Настройка запросов / Константы стоимости для планировщика,"Стоимость запроса, при которой выполняется встраивание JIT.",-1 отключает встраивание кода.,user,real,default,-1,1.79769e+308,,500000,500000,,,false
jit_optimize_above_cost,500000,,Настройка запросов / Константы стоимости для планировщика,"Стоимость запроса, при превышении которой оптимизируются JIT-скомпилированные функции.",-1 отключает оптимизацию.,user,real,default,-1,1.79769e+308,,500000,500000,,,false
jit_profiling_support,off,,Параметры для разработчиков,Регистрировать JIT-компилируемые функции в профилировщике perf.,,superuser-backend,bool,default,,,,off,off,,,false
jit_provider,llvmjit,,Параметры клиентских подключений по умолчанию / Предзагрузка разделяемых библиотек,Используемый провайдер JIT.,,postmaster,string,default,,,,llvmjit,llvmjit,,,false
jit_tuple_deforming,on,,Параметры для разработчиков,Разрешить JIT-компиляцию кода преобразования кортежей.,,user,bool,default,,,,on,on,,,false
join_collapse_limit,8,,Настройка запросов / Другие параметры планировщика,"Задаёт предел для списка FROM, при превышении которого конструкции JOIN сохраняются.","Планировщик будет сносить явные конструкции JOIN в списки FROM, пока в результирующем списке не больше заданного числа элементов.",user,integer,default,1,2147483647,,8,8,,,false
krb_caseins_users,off,,Подключения и аутентификация / Аутентификация,Включает регистронезависимую обработку имён пользователей Kerberos и GSSAPI.,,sighup,bool,default,,,,off,off,,,false
krb_server_keyfile,"",,Подключения и аутентификация / Аутентификация,Задаёт размещение файла с ключом Kerberos для данного сервера.,,sighup,string,default,,,,"","",,,false
lc_collate,Russian_Russia.1251,,Параметры клиентских подключений по умолчанию / Языковая среда и форматы,Показывает правило сортировки.,,internal,string,override,,,,C,Russian_Russia.1251,,,false
lc_ctype,Russian_Russia.1251,,Параметры клиентских подключений по умолчанию / Языковая среда и форматы,Показывает правило классификации символов и преобразования регистра.,,internal,string,override,,,,C,Russian_Russia.1251,,,false
lc_messages,Russian_Russia.1251,,Параметры клиентских подключений по умолчанию / Языковая среда и форматы,Задаёт язык выводимых сообщений.,,superuser,string,configuration file,,,,"",Russian_Russia.1251,C:/Program Files/PostgreSQL/12/data/postgresql.conf,665,false
lc_monetary,Russian_Russia.1251,,Параметры клиентских подключений по умолчанию / Языковая среда и форматы,Задаёт локаль для форматирования денежных сумм.,,user,string,configuration file,,,,C,Russian_Russia.1251,C:/Program Files/PostgreSQL/12/data/postgresql.conf,667,false
lc_numeric,Russian_Russia.1251,,Параметры клиентских подключений по умолчанию / Языковая среда и форматы,Задаёт локаль для форматирования чисел.,,user,string,configuration file,,,,C,Russian_Russia.1251,C:/Program Files/PostgreSQL/12/data/postgresql.conf,668,false
lc_time,Russian_Russia.1251,,Параметры клиентских подключений по умолчанию / Языковая среда и форматы,Задаёт локаль для форматирования дат и времени.,,user,string,configuration file,,,,C,Russian_Russia.1251,C:/Program Files/PostgreSQL/12/data/postgresql.conf,669,false
listen_addresses,*,,Подключения и аутентификация / Параметры подключений,Задаёт имя узла или IP-адрес(а) для привязки.,,postmaster,string,configuration file,,,,localhost,*,C:/Program Files/PostgreSQL/12/data/postgresql.conf,59,false
lo_compat_privileges,off,,Версия и совместимость платформ / Предыдущие версии PostgreSQL,Включает режим обратной совместимости при проверке привилегий для больших объектов.,Пропускает проверки привилегий при чтении или изменении больших объектов (для совместимости с версиями PostgreSQL до 9.0).,superuser,bool,default,,,,off,off,,,false
local_preload_libraries,"",,Параметры клиентских подключений по умолчанию / Предзагрузка разделяемых библиотек,"Список непривилегированных разделяемых библиотек, заранее загружаемых в каждый обслуживающий процесс.",,user,string,default,,,,"","",,,false
lock_timeout,0,ms,Параметры клиентских подключений по умолчанию / Поведение команд,Задаёт максимальную продолжительность ожидания блокировок.,Нулевое значение отключает тайм-аут.,user,integer,default,0,2147483647,,0,0,,,false
log_autovacuum_min_duration,-1,ms,Отчёты и протоколы / Что записывать,"Задаёт предельное время выполнения автоочистки, при превышении которого эта операция фиксируется в протоколе.",При 0 протоколируются все операции автоочистки; -1 отключает эти сообщения.,sighup,integer,default,-1,2147483647,,-1,-1,,,false
log_checkpoints,off,,Отчёты и протоколы / Что записывать,Протоколировать каждую контрольную точку.,,sighup,bool,default,,,,off,off,,,false
log_connections,off,,Отчёты и протоколы / Что записывать,Протоколировать устанавливаемые соединения.,,superuser-backend,bool,default,,,,off,off,,,false
log_destination,stderr,,Отчёты и протоколы / Куда записывать,"Определяет, куда будет выводиться протокол сервера.","Значение может включать сочетание слов ""stderr"", ""syslog"", ""csvlog"" и ""eventlog"", в зависимости от платформы.",sighup,string,configuration file,,,,stderr,stderr,C:/Program Files/PostgreSQL/12/data/postgresql.conf,419,false
log_directory,log,,Отчёты и протоколы / Куда записывать,Задаёт целевой каталог для файлов протоколов.,Путь может быть абсолютным или указываться относительно каталога данных.,sighup,string,default,,,,log,log,,,false
log_disconnections,off,,Отчёты и протоколы / Что записывать,"Протоколировать конец сеанса, отмечая длительность.",,superuser-backend,bool,default,,,,off,off,,,false
log_duration,off,,Отчёты и протоколы / Что записывать,Протоколировать длительность каждого выполненного SQL-оператора.,,superuser,bool,default,,,,off,off,,,false
log_error_verbosity,default,,Отчёты и протоколы / Что записывать,Задаёт детализацию протоколируемых сообщений.,,superuser,enum,default,,,"{terse,default,verbose}",default,default,,,false
log_executor_stats,off,,Статистика / Мониторинг,Запись статистики выполнения запросов в протокол сервера.,,superuser,bool,default,,,,off,off,,,false
log_file_mode,0640,,Отчёты и протоколы / Куда записывать,Задаёт права доступа к файлам протоколов.,"Значение параметра указывается в числовом виде, воспринимаемом системными функциями chmod и umask. (Чтобы использовать привычный восьмеричный формат, добавьте в начало ноль (0).)",sighup,integer,configuration file,0,511,,384,416,C:/Program Files/PostgreSQL/12/data/postgresql.conf,435,false
log_filename,postgresql-%Y-%m-%d_%H%M%S.log,,Отчёты и протоколы / Куда записывать,Задаёт шаблон имени для файлов протоколов.,,sighup,string,default,,,,postgresql-%Y-%m-%d_%H%M%S.log,postgresql-%Y-%m-%d_%H%M%S.log,,,false
