1174,1255,0,convert date to timestamp with time zone
2711,1255,0,promote groups of 24 hours to numbers of days and promote groups of 30 days to numbers of months
1175,1255,0,promote groups of 24 hours to numbers of days
1295,1255,0,promote groups of 30 days to numbers of months
1176,1255,0,convert date and time to timestamp with time zone
1178,1255,0,convert timestamp with time zone to date
1181,1255,0,"age of a transaction ID, in transactions before current transaction"
3939,1255,0,"age of a multi-transaction ID, in multi-transactions before current multi-transaction"
1195,1255,0,smaller of two
1196,1255,0,larger of two
1197,1255,0,smaller of two
1198,1255,0,larger of two
1199,1255,0,date difference preserving months and years
3918,1255,0,planner support for interval length coercion
1200,1255,0,adjust interval precision
1215,1255,0,get description for object id and catalog name
1216,1255,0,get description for table column
1993,1255,0,get description for object id and shared catalog name
1217,1255,0,truncate timestamp with time zone to specified units
1284,1255,0,truncate timestamp with time zone to specified units in specified time zone
1218,1255,0,truncate interval to specified units
1219,1255,0,increment
3546,1255,0,decrement
2804,1255,0,"increment, ignores second argument"
3547,1255,0,"decrement, ignores second argument"
1236,1255,0,larger of two
1237,1255,0,smaller of two
1024,1255,0,planner support for texticregexeq
1271,1255,0,intervals overlap?
1273,1255,0,extract field from time with time zone
1287,1255,0,convert int8 to oid
1288,1255,0,convert oid to int8
1291,1255,0,trigger to suppress updates when new and old records match
1293,1255,0,latest tid of a tuple
1294,1255,0,latest tid of a tuple
2794,1255,0,less-equal-greater
2795,1255,0,larger of two
2796,1255,0,smaller of two
2233,1255,0,hash
2234,1255,0,hash
1299,1255,0,current transaction time
2647,1255,0,current transaction time
2648,1255,0,current statement time
2649,1255,0,current clock time
1300,1255,0,restriction selectivity for position-comparison operators
1301,1255,0,join selectivity for position-comparison operators
1302,1255,0,restriction selectivity for containment comparison operators
1303,1255,0,join selectivity for containment comparison operators
1304,1255,0,intervals overlap?
1305,1255,0,intervals overlap?
1306,1255,0,intervals overlap?
1307,1255,0,intervals overlap?
1308,1255,0,intervals overlap?
1309,1255,0,intervals overlap?
1310,1255,0,intervals overlap?
1311,1255,0,intervals overlap?
1312,1255,0,I/O
1313,1255,0,I/O
2905,1255,0,I/O typmod
2906,1255,0,I/O typmod
1314,1255,0,less-equal-greater
1315,1255,0,less-equal-greater
1316,1255,0,convert timestamp to time
1317,1255,0,length
1318,1255,0,character length
1339,1255,0,base 10 logarithm
1340,1255,0,base 10 logarithm
1194,1255,0,base 10 logarithm
1341,1255,0,natural logarithm
1342,1255,0,round to nearest integer
1343,1255,0,truncate to integer
1344,1255,0,square root
1345,1255,0,cube root
1346,1255,0,exponentiation
1368,1255,0,exponentiation
1347,1255,0,natural exponential (e^x)
1348,1255,0,"deprecated, use two-argument form instead"
1349,1255,0,print type names of oidvector field
1350,1255,0,I/O
1351,1255,0,I/O
2911,1255,0,I/O typmod
2912,1255,0,I/O typmod
1358,1255,0,less-equal-greater
1359,1255,0,convert date and time with time zone to timestamp with time zone
1367,1255,0,character length
1369,1255,0,character length
1370,1255,0,convert time to interval
1372,1255,0,character length
1374,1255,0,octet length
1375,1255,0,octet length
1377,1255,0,larger of two
1378,1255,0,smaller of two
1379,1255,0,larger of two
1380,1255,0,smaller of two
1381,1255,0,character length
1384,1255,0,extract field from date
1385,1255,0,extract field from time
1386,1255,0,date difference from today preserving months and years
1388,1255,0,convert timestamp with time zone to time with time zone
1373,1255,0,finite date?
1389,1255,0,finite timestamp?
1390,1255,0,finite interval?
1376,1255,0,factorial
1394,1255,0,absolute value
1395,1255,0,absolute value
1396,1255,0,absolute value
1397,1255,0,absolute value
1398,1255,0,absolute value
1400,1255,0,convert varchar to name
1401,1255,0,convert name to varchar
1402,1255,0,current schema name
1403,1255,0,current schema search list
1404,1255,0,substitute portion of string
1405,1255,0,substitute portion of string
1406,1255,0,vertically aligned
1407,1255,0,horizontally aligned
1408,1255,0,parallel
1409,1255,0,perpendicular
1410,1255,0,vertical
1411,1255,0,horizontal
1412,1255,0,parallel
1413,1255,0,perpendicular
1414,1255,0,vertical
1415,1255,0,horizontal
1416,1255,0,center of
1419,1255,0,convert interval to time
1421,1255,0,convert points to box
1430,1255,0,path closed?
1431,1255,0,path open?
1433,1255,0,close path
1434,1255,0,open path
1440,1255,0,"convert x, y to point"
1446,1255,0,convert polygon to bounding box
1447,1255,0,convert polygon to path
1448,1255,0,convert box to polygon
1449,1255,0,convert path to polygon
1450,1255,0,I/O
1451,1255,0,I/O
1468,1255,0,area of circle
1469,1255,0,diameter of circle
1470,1255,0,radius of circle
1473,1255,0,convert point and radius to circle
1474,1255,0,convert polygon to circle
1475,1255,0,convert vertex count and circle to polygon
4091,1255,0,convert point to empty box
1479,1255,0,convert box to circle
1480,1255,0,convert circle to box
1490,1255,0,I/O
1491,1255,0,I/O
1493,1255,0,construct line from points
1530,1255,0,distance between endpoints
1531,1255,0,sum of path segments
1532,1255,0,center of
1533,1255,0,center of
1534,1255,0,center of
1540,1255,0,center of
1541,1255,0,diagonal of
1542,1255,0,center of
1543,1255,0,center of
1544,1255,0,convert circle to 12-vertex polygon
1545,1255,0,number of points
1556,1255,0,number of points
1564,1255,0,I/O
1565,1255,0,I/O
2919,1255,0,I/O typmod
2920,1255,0,I/O typmod
1569,1255,0,matches LIKE expression
1570,1255,0,does not match LIKE expression
1571,1255,0,matches LIKE expression
1572,1255,0,does not match LIKE expression
1574,1255,0,sequence next value
1575,1255,0,sequence current value
1576,1255,0,set sequence value
1765,1255,0,set sequence value and is_called status
3078,1255,0,"sequence parameters, for use by information schema"
4032,1255,0,sequence last value
275,1255,0,return the next oid for a system table
1579,1255,0,I/O
1580,1255,0,I/O
2902,1255,0,I/O typmod
2921,1255,0,I/O typmod
1596,1255,0,less-equal-greater
1598,1255,0,random value
1599,1255,0,set random seed
1600,1255,0,arcsine
1601,1255,0,arccosine
1602,1255,0,arctangent
1603,1255,0,"arctangent, two arguments"
1604,1255,0,sine
1605,1255,0,cosine
1606,1255,0,tangent
1607,1255,0,cotangent
2731,1255,0,"arcsine, degrees"
2732,1255,0,"arccosine, degrees"
2733,1255,0,"arctangent, degrees"
2734,1255,0,"arctangent, two arguments, degrees"
2735,1255,0,"sine, degrees"
2736,1255,0,"cosine, degrees"
2737,1255,0,"tangent, degrees"
2738,1255,0,"cotangent, degrees"
1608,1255,0,radians to degrees
1609,1255,0,degrees to radians
1610,1255,0,PI
2462,1255,0,hyperbolic sine
2463,1255,0,hyperbolic cosine
2464,1255,0,hyperbolic tangent
2465,1255,0,inverse hyperbolic sine
2466,1255,0,inverse hyperbolic cosine
2467,1255,0,inverse hyperbolic tangent
1620,1255,0,convert first char to int4
1621,1255,0,convert int4 to char
1622,1255,0,replicate string n times
1623,1255,0,convert SQL99 regexp pattern to POSIX style
1025,1255,0,planner support for texticlike
1637,1255,0,convert LIKE pattern to use backslash escapes
868,1255,0,position of substring
870,1255,0,lowercase
871,1255,0,uppercase
872,1255,0,capitalize each word
873,1255,0,left-pad string to length
874,1255,0,right-pad string to length
875,1255,0,trim selected characters from left end of string
876,1255,0,trim selected characters from right end of string
877,1255,0,extract portion of string
878,1255,0,map a set of characters appearing in string
879,1255,0,left-pad string to length
880,1255,0,right-pad string to length
881,1255,0,trim spaces from left end of string
882,1255,0,trim spaces from right end of string
883,1255,0,extract portion of string
884,1255,0,trim selected characters from both ends of string
885,1255,0,trim spaces from both ends of string
936,1255,0,extract portion of string
937,1255,0,extract portion of string
2087,1255,0,replace all occurrences in string of old_substr with new_substr
2284,1255,0,replace text using regexp
2285,1255,0,replace text using regexp
3396,1255,0,find first match for regexp
3397,1255,0,find first match for regexp
2763,1255,0,find match(es) for regexp
2764,1255,0,find match(es) for regexp
2088,1255,0,split string by field_sep and return field_num
2765,1255,0,split string by pattern
2766,1255,0,split string by pattern
2767,1255,0,split string by pattern
2768,1255,0,split string by pattern
2089,1255,0,convert int4 number to hex
2090,1255,0,convert int8 number to hex
1039,1255,0,encoding name of current database
810,1255,0,encoding name of current database
1713,1255,0,length of string in specified encoding
1714,1255,0,convert string with specified source encoding name
1717,1255,0,convert string with specified destination encoding name
1813,1255,0,convert string with specified encoding names
1264,1255,0,convert encoding name to encoding id
1597,1255,0,convert encoding id to encoding name
2319,1255,0,maximum octet length of a character in given encoding
1573,1255,0,source text of a rule
1640,1255,0,select statement of a view
1641,1255,0,select statement of a view
1642,1255,0,role name by OID (with fallback)
1643,1255,0,index description
3415,1255,0,extended statistics object description
3352,1255,0,partition key description
3408,1255,0,partition constraint description
1662,1255,0,trigger description
1387,1255,0,constraint description
1716,1255,0,deparse an encoded expression
1665,1255,0,name of sequence for a serial column
2098,1255,0,definition of a function
2162,1255,0,argument list of a function
2232,1255,0,identity argument list of a function
2165,1255,0,result type of a function
3808,1255,0,function argument default
1686,1255,0,list of SQL keywords
2289,1255,0,convert generic options array to name/value table
1619,1255,0,type of the argument
3162,1255,0,collation of the argument; implementation of the COLLATION FOR expression
3842,1255,0,is a relation insertable/updatable/deletable
3843,1255,0,is a column updatable
6120,1255,0,oid of replica identity index if any
1250,1255,0,deferred UNIQUE constraint check
1644,1255,0,referential integrity FOREIGN KEY ... REFERENCES
1645,1255,0,referential integrity FOREIGN KEY ... REFERENCES
1646,1255,0,referential integrity ON DELETE CASCADE
1647,1255,0,referential integrity ON UPDATE CASCADE
1648,1255,0,referential integrity ON DELETE RESTRICT
1649,1255,0,referential integrity ON UPDATE RESTRICT
1650,1255,0,referential integrity ON DELETE SET NULL
1651,1255,0,referential integrity ON UPDATE SET NULL
1652,1255,0,referential integrity ON DELETE SET DEFAULT
1653,1255,0,referential integrity ON UPDATE SET DEFAULT
1654,1255,0,referential integrity ON DELETE NO ACTION
1655,1255,0,referential integrity ON UPDATE NO ACTION
1672,1255,0,less-equal-greater
1680,1255,0,extract portion of bitstring
1681,1255,0,bitstring length
1682,1255,0,octet length
1683,1255,0,convert int4 to bitstring
1684,1255,0,convert bitstring to int4
1685,1255,0,adjust bit() to typmod length
3158,1255,0,planner support for varbit length coercion
1687,1255,0,adjust varbit() to typmod length
1698,1255,0,position of sub-bitstring
1699,1255,0,extract portion of bitstring
3030,1255,0,substitute portion of bitstring
3031,1255,0,substitute portion of bitstring
3032,1255,0,get bit
3033,1255,0,set bit
436,1255,0,I/O
437,1255,0,I/O
753,1255,0,MACADDR manufacturer fields
836,1255,0,less-equal-greater
3359,1255,0,sort support
4110,1255,0,I/O
4111,1255,0,I/O
4112,1255,0,MACADDR8 manufacturer fields
4119,1255,0,less-equal-greater
4123,1255,0,convert macaddr to macaddr8
4124,1255,0,convert macaddr8 to macaddr
4125,1255,0,set 7th bit in macaddr8
910,1255,0,I/O
911,1255,0,I/O
1267,1255,0,I/O
1427,1255,0,I/O
3562,1255,0,larger of two
3563,1255,0,smaller of two
926,1255,0,less-equal-greater
1173,1255,0,planner support for network_sub/superset
598,1255,0,abbreviated display of inet value
599,1255,0,abbreviated display of cidr value
605,1255,0,change netmask of inet
635,1255,0,change netmask of cidr
711,1255,0,"address family (4 for IPv4, 6 for IPv6)"
683,1255,0,network part of address
696,1255,0,netmask of address
697,1255,0,netmask length
698,1255,0,broadcast address of network
699,1255,0,show address octets only
730,1255,0,show all parts of inet/cidr value
1362,1255,0,hostmask of address
1715,1255,0,convert inet to cidr
2196,1255,0,inet address of the client
2197,1255,0,client's port number for this connection
2198,1255,0,inet address of the server
2199,1255,0,server's port number for this connection
4071,1255,0,are the addresses from the same family?
4063,1255,0,the smallest network which includes both of the given networks
3553,1255,0,GiST support
3554,1255,0,GiST support
3555,1255,0,GiST support
3573,1255,0,GiST support
3557,1255,0,GiST support
3558,1255,0,GiST support
3559,1255,0,GiST support
3795,1255,0,SP-GiST support
3796,1255,0,SP-GiST support
3797,1255,0,SP-GiST support
3798,1255,0,SP-GiST support
3799,1255,0,SP-GiST support
3560,1255,0,restriction selectivity for network operators
3561,1255,0,join selectivity for network operators
1693,1255,0,less-equal-greater
1688,1255,0,hash
3409,1255,0,hash
1696,1255,0,hash
3410,1255,0,hash
1697,1255,0,hash
3418,1255,0,hash
1701,1255,0,I/O
1702,1255,0,I/O
2917,1255,0,I/O typmod
2918,1255,0,I/O typmod
3157,1255,0,planner support for numeric length coercion
1703,1255,0,adjust numeric to typmod precision/scale
1705,1255,0,absolute value
1706,1255,0,sign of value
1707,1255,0,value rounded to 'scale'
1708,1255,0,value rounded to 'scale' of zero
1709,1255,0,value truncated to 'scale'
1710,1255,0,value truncated to 'scale' of zero
1711,1255,0,nearest integer >= value
2167,1255,0,nearest integer >= value
1712,1255,0,nearest integer <= value
1728,1255,0,modulus
1730,1255,0,square root
1731,1255,0,square root
1732,1255,0,natural exponential (e^x)
1733,1255,0,natural exponential (e^x)
1734,1255,0,natural logarithm
1735,1255,0,natural logarithm
1736,1255,0,logarithm base m of n
1737,1255,0,logarithm base m of n
1738,1255,0,exponentiation
2169,1255,0,exponentiation
3281,1255,0,number of decimal digits in the fractional part
1740,1255,0,convert int4 to numeric
1741,1255,0,base 10 logarithm
1481,1255,0,base 10 logarithm
1742,1255,0,convert float4 to numeric
1743,1255,0,convert float8 to numeric
1744,1255,0,convert numeric to int4
1745,1255,0,convert numeric to float4
1746,1255,0,convert numeric to float8
1973,1255,0,trunc(x/y)
1980,1255,0,trunc(x/y)
2170,1255,0,bucket number of operand in equal-width histogram
1764,1255,0,increment by one
1766,1255,0,smaller of two
1767,1255,0,larger of two
1769,1255,0,less-equal-greater
3283,1255,0,sort support
1779,1255,0,convert numeric to int8
1781,1255,0,convert int8 to numeric
1782,1255,0,convert int2 to numeric
1783,1255,0,convert numeric to int2
3556,1255,0,convert jsonb to boolean
3449,1255,0,convert jsonb to numeric
3450,1255,0,convert jsonb to int2
3451,1255,0,convert jsonb to int4
3452,1255,0,convert jsonb to int8
3453,1255,0,convert jsonb to float4
2580,1255,0,convert jsonb to float8
1770,1255,0,format timestamp with time zone to text
1772,1255,0,format numeric to text
1773,1255,0,format int4 to text
1774,1255,0,format int8 to text
1775,1255,0,format float4 to text
1776,1255,0,format float8 to text
1777,1255,0,convert text to numeric
1778,1255,0,convert text to timestamp with time zone
1780,1255,0,convert text to date
1768,1255,0,format interval to text
1282,1255,0,quote an identifier for usage in a querystring
1283,1255,0,quote a literal for usage in a querystring
1285,1255,0,quote a data value for usage in a querystring
1289,1255,0,quote a possibly-null literal for usage in a querystring
1290,1255,0,quote a possibly-null data value for usage in a querystring
1798,1255,0,I/O
1799,1255,0,I/O
3058,1255,0,concatenate values
3059,1255,0,concatenate values with separators
3060,1255,0,extract the first n characters
3061,1255,0,extract the last n characters
3062,1255,0,reverse text
3539,1255,0,format text message
3540,1255,0,format text message
1810,1255,0,length in bits
1811,1255,0,length in bits
1812,1255,0,length in bits
1814,1255,0,restriction selectivity of ILIKE
1815,1255,0,restriction selectivity of NOT ILIKE
1816,1255,0,join selectivity of ILIKE
1817,1255,0,join selectivity of NOT ILIKE
1818,1255,0,restriction selectivity of regex match
1819,1255,0,restriction selectivity of LIKE
1820,1255,0,restriction selectivity of case-insensitive regex match
1821,1255,0,restriction selectivity of regex non-match
1822,1255,0,restriction selectivity of NOT LIKE
1823,1255,0,restriction selectivity of case-insensitive regex non-match
1824,1255,0,join selectivity of regex match
1825,1255,0,join selectivity of LIKE
1826,1255,0,join selectivity of case-insensitive regex match
1827,1255,0,join selectivity of regex non-match
1828,1255,0,join selectivity of NOT LIKE
1829,1255,0,join selectivity of case-insensitive regex non-match
3437,1255,0,restriction selectivity of exact prefix
3438,1255,0,join selectivity of exact prefix
1830,1255,0,aggregate final function
2512,1255,0,aggregate final function
1831,1255,0,aggregate final function
2513,1255,0,aggregate final function
1832,1255,0,aggregate final function
1833,1255,0,aggregate transition function
3341,1255,0,aggregate combine function
2858,1255,0,aggregate transition function
3337,1255,0,aggregate combine function
2740,1255,0,aggregate serial function
2741,1255,0,aggregate deserial function
3335,1255,0,aggregate serial function
3336,1255,0,aggregate deserial function
3548,1255,0,aggregate transition function
1834,1255,0,aggregate transition function
1835,1255,0,aggregate transition function
1836,1255,0,aggregate transition function
3338,1255,0,aggregate combine function
3339,1255,0,aggregate serial function
3340,1255,0,aggregate deserial function
2746,1255,0,aggregate transition function
3567,1255,0,aggregate transition function
3568,1255,0,aggregate transition function
3569,1255,0,aggregate transition function
3387,1255,0,aggregate transition function
2785,1255,0,aggregate combine function
2786,1255,0,aggregate serial function
2787,1255,0,aggregate deserial function
3324,1255,0,aggregate combine function
3178,1255,0,aggregate final function
1837,1255,0,aggregate final function
2514,1255,0,aggregate final function
1838,1255,0,aggregate final function
2596,1255,0,aggregate final function
1839,1255,0,aggregate final function
1840,1255,0,aggregate transition function
1841,1255,0,aggregate transition function
1842,1255,0,aggregate transition function
3388,1255,0,aggregate final function
3389,1255,0,aggregate final function
3390,1255,0,aggregate final function
3391,1255,0,aggregate final function
3392,1255,0,aggregate final function
3393,1255,0,aggregate final function
1843,1255,0,aggregate transition function
3325,1255,0,aggregate combine function
3549,1255,0,aggregate transition function
1844,1255,0,aggregate final function
1962,1255,0,aggregate transition function
1963,1255,0,aggregate transition function
3570,1255,0,aggregate transition function
3571,1255,0,aggregate transition function
1964,1255,0,aggregate final function
3572,1255,0,aggregate final function
2805,1255,0,aggregate transition function
2806,1255,0,aggregate transition function
3342,1255,0,aggregate combine function
2807,1255,0,aggregate final function
2808,1255,0,aggregate final function
2809,1255,0,aggregate final function
2810,1255,0,aggregate final function
2811,1255,0,aggregate final function
2812,1255,0,aggregate final function
2813,1255,0,aggregate final function
2814,1255,0,aggregate final function
2815,1255,0,aggregate final function
2816,1255,0,aggregate final function
2817,1255,0,aggregate final function
3535,1255,0,aggregate transition function
3536,1255,0,aggregate final function
